cubeid,cubeidpub,cubename,catid,pa_stelkin,pa_stelkin_err,sigma_re,sigma_re_err,sigma_3kpc_round,sigma_3kpc_round_err,sigma_1_4_arcsecond,sigma_1_4_arcsecond_err,sigma_2_arcsecond,sigma_2_arcsecond_err,sigma_3_arcsecond,sigma_3_arcsecond_err,sigma_4_arcsecond,sigma_4_arcsecond_err,aper_corr_flag,rmax_aper_corr,lambdar_re,lambdar_re_err,lambdar_max,lambdar_max_err,vsigma_re,vsigma_re_err,vsigma_max,vsigma_max_err,mean_k51_re,mean_k51_re_err,sigma_re_mge,sigma_re_mge_err,aper_corr_flag_mge,rmax_aper_corr_mge,lambdar_re_mge,lambdar_re_mge_err,lambdar_max_mge,lambdar_max_mge_err,vsigma_re_mge,vsigma_re_mge_err,vsigma_max_mge,vsigma_max_mge_err,mean_k51_re_mge,mean_k51_re_mge_err,observation_count,type,ra_obj,dec_obj,ra_ifu,dec_ifu,r_petro,r_auto,z_tonry,z_spec,m_r,r_e,mu_within_1re,mu_1re,mu_2re,ellip,pa,mstar,g_i,a_g,surv_sami,bad_class,sample_origin,r_on_rtwo,v_on_sigma,is_mem,flag_repeated_catid,flag_morphology_match,flag_main_input_match,flag_finite_m_r,flag_finite_mstar,flag_finite_sigma_re,flag_finite_sigma_re_err,flag_positive_sigma_re
348115_blue_red_8_Y13SAR1_P010_09T010_2013_03_05-2013_03_17,348115_A,348115_blue_8_Y13SAR1_P010_09T010_2013_03_05-2013_03_17.fits,348115,72.0,1.5833334,219.44662,3.1320386,238.37279,3.0558178,232.09007,4.137254,238.37279,3.3651829,236.59457,2.6000023,226.58928,2.5544066,0.0,1.0,0.39656773,0.0080506485,,,0.4354123,0.0085934475,,,0.043990657,0.010299214,225.91296,2.4495096,0.0,1.0,0.29586047,0.008286836,,,0.32848427,0.008640351,,,0.043990657,0.010299214,1,1.0,140.2860033,2.33393497,140.2860033,2.33393497,15.761,15.751,0.09022,0.08905,-22.44,6.49,21.18,22.66,24.23,0.3141,74.08,11.12,1.3,0.132,8.0,0.0,GAMA,,,,False,True,True,True,True,True,True,True
348116_blue_red_8_Y13SAR1_P010_09T010_2013_03_05-2013_03_17,348116_A,348116_blue_8_Y13SAR1_P010_09T010_2013_03_05-2013_03_17.fits,348116,336.0,2.75,136.78624,2.557051,108.85981,2.0443277,94.53302,3.8953474,104.45486,3.195565,108.85981,2.3234215,112.83301,2.3273802,0.0,1.0,0.5918726,0.01129641,,,0.831596,0.021566829,,,0.038145836,0.006298759,114.92801,2.2403584,0.0,1.0,0.5420139,0.010831156,,,0.71183157,0.01741651,,,0.038145836,0.006298759,1,2.0,140.29344703,2.20123436,140.29344703,2.20123436,15.957,15.975,0.05154,0.05041,-20.9,7.21,20.51,21.31,23.07,0.8102,159.32,10.61,1.32,0.115,8.0,0.0,GAMA,,,,False,True,True,True,True,True,True,True
348118_blue_red_7_Y14SBR2_P001_09T088_2015_01_19-2015_01_26,348118_A,348118_blue_7_Y14SBR2_P001_09T088_2015_01_19-2015_01_26.fits,348118,17.5,0.8333333,,,193.84439,2.3433535,196.76857,3.253743,193.84439,2.2917674,189.58652,1.7770951,185.74734,1.7203747,1.0,0.9100962,0.6614172,0.0068480144,0.63594043,0.0068480144,0.81390494,0.011492031,0.7662837,0.011492031,0.025079245,0.0042026117,184.4961,1.9545283,0.0,1.0,0.5874084,0.0069123614,,,0.6821989,0.010508339,,,0.025079245,0.0042026117,1,2.0,140.33783655,2.22647764,140.33783655,2.22647764,15.547,15.519,0.08992,0.08875,-22.66,8.24,21.36,22.7,24.28,0.4125,37.0,11.2,1.28,0.123,8.0,0.0,GAMA,,,,False,True,True,True,True,False,False,False
365316_blue_red_7_Y17SAR1_P001_09T125_2017_03_24-2017_04_02,365316_A,365316_blue_7_Y17SAR1_P001_09T125_2017_03_24-2017_04_02.fits,365316,353.0,16.75,50.80776,6.507389,48.3973,5.499574,,,47.8741,6.320383,47.36389,4.7185774,52.993233,4.9367805,,,,,,,,,,,,,48.937878,6.181114,,,,,,,,,,,,,1,3.0,138.99594748,2.60012522,138.99594748,2.60012522,18.87,18.727,0.02874,0.02769,-16.72,1.13,20.81,21.61,23.36,0.2716,145.87001,8.48,0.67,0.113,8.0,0.0,GAMA,,,,False,True,True,True,True,True,True,True
365334_blue_red_7_Y17SAR1_P001_09T125_2017_03_24-2017_04_02,365334_A,365334_blue_7_Y17SAR1_P001_09T125_2017_03_24-2017_04_02.fits,365334,287.0,1.75,113.901474,1.245075,115.154366,1.2551656,117.43055,1.7741717,117.102875,1.6444908,114.59292,1.2086521,113.75475,1.2948351,0.0,1.0,0.26277858,0.009116953,,,0.28397834,0.009206255,,,0.024861386,0.011141799,113.9739,1.2826502,0.0,1.0,0.21720608,0.009240199,,,0.23881416,0.009202611,,,0.024861386,0.011141799,1,2.0,139.70918857,2.63766092,139.70918857,2.63766092,16.364,16.383,0.05778,0.05665,-20.73,2.62,20.17,21.57,23.15,0.207,91.96,10.4,1.17,0.153,8.0,0.0,GAMA,,,,False,True,True,True,True,True,True,True
370997_blue_red_7_Y17SAR2_P001_09T126_2017_03_24-2017_04_02,370997_A,370997_blue_7_Y17SAR2_P001_09T126_2017_03_24-2017_04_02.fits,370997,347.0,0.9166667,154.05157,2.2586882,142.98909,2.422853,147.44572,3.2992446,142.98909,2.7529867,144.57222,2.1886408,145.09676,2.2941618,0.0,1.0,0.59519374,0.012194137,,,0.84926087,0.017509047,,,0.030483972,0.0066286335,150.97467,2.1061797,0.0,1.0,0.5672919,0.0130603565,,,0.8023142,0.017023847,,,0.030483972,0.0066286335,1,0.5,129.74054739,0.95970311,129.74054739,0.95970311,16.046,16.08,0.08642,0.08538,-22.0,4.75,21.16,22.19,23.84,0.2732,164.47,10.9,1.23,0.174,8.0,0.0,GAMA,,,,False,True,True,True,True,True,True,True
371037_blue_red_7_Y17SAR2_P001_09T126_2017_03_24-2017_04_02,371037_A,371037_blue_7_Y17SAR2_P001_09T126_2017_03_24-2017_04_02.fits,371037,87.5,29.83333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3.0,129.86251028,0.80888329,129.86251028,0.80888329,16.68,16.644,0.00716,0.00661,-15.78,4.33,21.53,22.47,24.15,0.2936,154.70001,8.14,0.73,0.164,8.0,0.0,GAMA,,,,False,True,True,True,True,False,False,False
371145_blue_red_7_Y17SAR2_P003_09T134_2018_02_12-2018_02_19,371145_A,371145_blue_7_Y17SAR2_P003_09T134_2018_02_12-2018_02_19.fits,371145,352.5,1.8333334,137.15833,2.5032384,132.7525,2.344786,130.03606,2.9773302,132.7525,2.2119539,136.37859,2.0175033,138.28853,1.6970419,0.0,1.0,0.23815157,0.021003079,,,0.2855794,0.024554506,,,,,134.15681,1.9115989,,,,,,,,,,,,,1,1.5,130.28147505,0.99556917,130.28147505,0.99556917,17.204,17.152,0.08575,0.08471,-20.9,1.82,18.88,20.29,21.86,0.7712,170.4,10.46,1.24,0.159,3.0,0.0,GAMA,,,,False,True,True,True,True,True,True,True
371170_blue_red_7_Y14SAR2_P007_09T074_2017_02_27-2017_03_05,371170_A,371170_blue_7_Y14SAR2_P007_09T074_2017_02_27-2017_03_05.fits,371170,75.5,0.9166667,96.89403,0.86349475,118.65823,1.2948885,126.50347,2.154552,127.912025,1.5103488,121.037025,1.3558383,117.51616,1.0640224,0.0,1.0,0.27675092,0.004950835,,,0.2764737,0.004774187,,,0.028433092,0.006869304,102.821884,0.8652347,0.0,1.0,0.2758301,0.004978423,,,0.2755226,0.004817676,,,0.028433092,0.006869304,1,2.0,130.4986216,0.92779175,130.4986216,0.92779175,14.462,14.427,0.04077,0.03977,-21.89,4.8,19.64,20.71,22.35,0.2237,170.85,10.71,0.94,0.175,8.0,0.0,GAMA,,,,False,True,True,True,True,True,True,True
371171_blue_red_7_Y17SAR2_P003_09T134_2018_02_12-2018_02_19,371171_A,371171_blue_7_Y17SAR2_P003_09T134_2018_02_12-2018_02_19.fits,371171,21.5,1.9166666,95.27819,1.0886484,95.833755,1.047261,93.19551,1.6520823,94.77921,1.3320104,95.9074,1.0470454,96.33415,0.9425006,0.0,1.0,0.14989349,0.009422154,,,0.1533883,0.009566552,,,,,95.34081,1.0953709,,,,,,,,,,,,,1,0.0,130.49093127,0.92989378,130.49093127,0.92989378,15.96,15.937,0.0409,0.0399,-20.39,1.52,18.61,19.94,21.53,0.2284,22.399994,10.15,1.0,0.175,8.0,0.0,GAMA,,,,False,True,True,True,True,True,True,True
371172_blue_red_7_Y17SAR2_P003_09T134_2018_02_12-2018_02_19,371172_A,371172_blue_7_Y17SAR2_P003_09T134_2018_02_12-2018_02_19.fits,371172,195.5,4.5,258.79404,1.9031917,270.33893,2.6791317,270.79282,3.3042712,270.33893,2.874527,268.42654,2.283859,265.35742,1.853332,0.0,1.0,0.10424652,0.0056027095,,,0.12023513,0.005017495,,,0.115565106,0.021936903,265.6833,1.9999795,0.0,1.0,0.10286898,0.0055281445,,,0.11614398,0.0052144625,,,0.115565106,0.021936903,1,0.0,130.49630279,1.01727921,130.49630279,1.01727921,15.47,15.401,0.07818,0.07714,-22.44,4.01,20.1,21.59,23.15,0.2197,24.070007,11.16,1.32,0.164,8.0,0.0,GAMA,,,,False,True,True,True,True,True,True,True
371227_blue_red_7_Y17SAR2_P003_09T134_2018_02_12-2018_02_19,371227_A,371227_blue_7_Y17SAR2_P003_09T134_2018_02_12-2018_02_19.fits,371227,344.0,4.5833335,,,,,88.85106,6.4161534,84.27357,4.3937316,83.19062,3.3242512,80.170074,3.2441564,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-9.0,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,False,False,False
371633_blue_red_7_Y14SAR1_P005_09T065_2015_02_16-2015_02_25,371633_A,371633_blue_7_Y14SAR1_P005_09T065_2015_02_16-2015_02_25.fits,371633,247.0,1.0,,,129.70912,1.0063736,121.78666,1.5721412,120.54273,1.439596,124.11954,1.0366939,126.44217,0.99456125,1.0,0.63763314,0.27354386,0.003579653,0.20146914,0.003579653,0.3027222,0.0032526406,0.2269706,0.0032526406,,,,,1.0,0.53620857,0.2922671,0.003667772,0.19150326,0.003667772,0.32641572,0.0033822285,0.2190507,0.0033822285,,,1,2.0,132.16755964,1.03878473,132.16755964,1.03878473,13.695,13.518,0.02982,0.02881,-22.1,11.76,20.44,21.79,23.37,0.4159,21.98999,10.92,1.08,0.139,8.0,0.0,GAMA,,,,False,True,True,True,True,False,False,False
371714_blue_red_7_Y14SAR1_P005_09T065_2015_02_16-2015_02_25,371714_A,371714_blue_7_Y14SAR1_P005_09T065_2015_02_16-2015_02_25.fits,371714,278.5,2.0833333,153.29257,2.0780778,150.71059,2.8107016,154.21144,4.924408,153.96193,3.2515583,148.73996,2.4362228,146.36778,2.283127,0.0,1.0,0.3809563,0.01041033,,,0.44594878,0.01237611,,,0.06808951,0.01566499,149.01642,2.0037568,0.0,1.0,0.3693728,0.010538119,,,0.42863125,0.011967625,,,0.06808951,0.01566499,1,1.5,132.47305476,0.9194336,132.47305476,0.9194336,15.977,15.919,0.05926,0.05821,-21.29,6.46,20.95,21.95,23.61,0.6247,101.93,10.68,1.25,0.132,8.0,0.0,GAMA,,,,False,True,True,True,True,True,True,True
371750_blue_red_7_Y14SAR1_P005_09T065_2015_02_16-2015_02_25,371750_A,371750_blue_7_Y14SAR1_P005_09T065_2015_02_16-2015_02_25.fits,371750,252.0,11.166667,54.54294,3.37093,54.96731,3.9595704,40.643116,8.391819,49.996128,5.322488,51.66495,4.419382,54.96731,3.8734796,0.0,1.0,0.2619501,0.0464856,,,0.31501547,0.051013384,,,0.12459855,0.05333477,53.11606,4.01406,0.0,1.0,0.23276968,0.0500994,,,0.28230235,0.053886354,,,0.12459855,0.05333477,1,3.0,132.61300909,1.04411536,132.61300909,1.04411536,17.095,17.106,0.03585,0.03482,-18.89,3.34,20.64,21.23,23.16,0.6791,88.78,9.22,0.57,0.146,8.0,0.0,GAMA,,,,False,True,True,True,True,True,True,True
371789_blue_red_7_Y14SAR1_P005_09T065_2015_02_16-2015_02_25,371789_A,371789_blue_7_Y14SAR1_P005_09T065_2015_02_16-2015_02_25.fits,371789,174.5,1.9999977,87.8102,1.9537213,85.9105,1.8549927,90.187256,4.37744,83.15414,2.9933412,82.808586,2.0640585,82.44524,2.3217497,0.0,1.0,0.33986592,0.015120595,,,0.40722185,0.017431226,,,0.04933638,0.012860095,83.959305,2.0688877,0.0,1.0,0.33829743,0.014926111,,,0.39481753,0.016916905,,,0.04933638,0.012860095,1,2.0,132.80361802,1.06189984,132.80361802,1.06189984,15.778,15.785,0.02763,0.02669,-19.66,3.45,20.01,20.83,22.57,0.3918,15.020004,9.91,1.04,0.152,8.0,0.0,GAMA,,,,False,True,True,True,True,True,True,True
371882_blue_red_7_Y14SBR2_P002_09T089_2015_01_19-2015_01_26,371882_A,371882_blue_7_Y14SBR2_P002_09T089_2015_01_19-2015_01_26.fits,371882,297.5,11.5,,,162.72673,3.639428,164.71915,5.6452775,160.61427,4.145841,162.72673,3.0834584,166.33824,3.2189093,1.0,0.5584523,0.1768402,0.017587034,0.11730095,0.017587034,0.1982291,0.016620122,0.13653328,0.016620122,0.28585014,0.13528362,166.31741,3.1094027,,,,,,,,,,,,,1,0.5,133.22156019,1.03301224,133.22156019,1.03301224,16.78,16.543,0.05255,0.0515,-20.36,7.76,22.23,24.23,25.75,0.3621,107.89001,10.25,1.16,0.191,8.0,0.0,GAMA,,,,False,True,True,True,True,False,False,False
371889_blue_red_7_Y14SAR2_P001_09T068_2014_04_02-2014_04_06,371889_A,371889_blue_7_Y14SAR2_P001_09T068_2014_04_02-2014_04_06.fits,371889,253.0,0.9166667,190.60777,1.7887233,171.07721,2.1609797,178.65215,2.387607,173.53058,2.2196214,170.43567,1.8782887,170.33632,1.890139,0.0,1.0,0.5369024,0.0076883836,,,0.6723278,0.010389779,,,0.027501244,0.0051393854,174.15736,2.046707,0.0,1.0,0.48460916,0.0077594356,,,0.5721706,0.009588329,,,0.027501244,0.0051393854,1,1.5,133.29828633,0.92627408,133.29828633,0.92627408,15.429,15.416,0.06004,0.05898,-21.82,4.85,19.53,20.64,22.27,0.7229,73.43001,10.96,1.34,0.194,8.0,0.0,GAMA,,,,False,True,True,True,True,True,True,True
371943_blue_red_7_Y16SAR2_P003_09T122_2017_03_24-2017_04_02,371943_A,371943_blue_7_Y16SAR2_P003_09T122_2017_03_24-2017_04_02.fits,371943,238.5,2.5833333,206.15047,2.47508,208.09338,3.405052,208.09338,3.1680398,202.68161,2.696679,202.19394,2.439887,204.322,2.6761026,0.0,1.0,0.32792315,0.0124721965,,,0.38002294,0.013841892,,,,,203.1438,2.678571,0.0,1.0,,,,,,,,,,,1,1.5,133.65131102,0.93292125,133.65131102,0.93292125,16.652,16.605,0.10818,0.10707,-22.06,2.2,19.43,20.71,22.31,0.602,56.810013,11.07,1.47,0.217,4.0,0.0,GAMA,,,,False,True,True,True,True,True,True,True
371959_blue_red_10_Y14SAR1_P003_09T063_2015_02_16-2015_02_25,371959_A,371959_blue_10_Y14SAR1_P003_09T063_2015_02_16-2015_02_25.fits,371959,191.0,29.83333,38.82002,10.636496,47.642487,8.858199,,,,,42.28668,10.36706,43.8057,8.940713,,,,,,,,,,,,,36.14334,10.419579,,,,,,,,,,,,,1,3.0,133.56953441,0.98080116,133.56953441,0.98080116,18.097,17.946,0.04263,0.04158,-18.47,4.06,22.29,23.06,24.83,0.6213,145.05,9.24,0.8,0.208,8.0,0.0,GAMA,,,,False,True,True,True,True,True,True,True
371976_blue_red_7_Y14SAR2_P001_09T068_2014_04_02-2014_04_06,371976_A,371976_blue_7_Y14SAR2_P001_09T068_2014_04_02-2014_04_06.fits,371976,131.0,1.0,127.86676,1.4469365,125.2588,1.6603853,135.42706,2.3905654,127.48218,1.7569543,126.2566,1.4964386,126.235725,1.4273729,0.0,1.0,0.38482645,0.010039447,,,0.44754037,0.010269232,,,0.020558948,0.008435642,127.21786,1.5286134,0.0,1.0,0.32374856,0.01078198,,,0.37085548,0.010235203,,,0.020558948,0.008435642,1,1.0,133.68008215,1.09593028,133.68008215,1.09593028,15.906,15.914,0.05902,0.05796,-21.25,3.23,19.83,21.23,22.81,0.4281,133.36,10.55,1.1,0.191,8.0,0.0,GAMA,,,,False,True,True,True,True,True,True,True
372074_blue_red_7_Y16SAR2_P003_09T122_2017_03_24-2017_04_02,372074_A,372074_blue_7_Y16SAR2_P003_09T122_2017_03_24-2017_04_02.fits,372074,129.0,29.83333,72.68103,5.130154,53.382874,5.0769672,,,45.371475,6.5251303,52.366497,5.6872525,53.823483,4.845908,,,,,,,,,,,,,46.00579,6.067823,,,,,,,,,,,,,1,3.0,134.12788533,1.02593877,134.12788533,1.02593877,17.569,17.502,0.05847,0.0574,-19.64,4.26,20.99,21.54,23.52,0.8133,143.84,9.55,0.63,0.204,3.0,0.0,GAMA,,,,False,True,True,True,True,True,True,True
372105_blue_red_7_Y16SAR2_P003_09T122_2017_03_24-2017_04_02,372105_A,372105_blue_7_Y16SAR2_P003_09T122_2017_03_24-2017_04_02.fits,372105,161.0,2.0,104.98315,2.143704,90.98382,2.5164535,86.58607,4.158528,88.5256,2.6497633,91.74902,1.8674415,94.40641,1.8635204,0.0,1.0,0.58315545,0.014064424,,,0.7911894,0.026478527,,,0.020255055,0.0080974065,97.445946,1.8767936,0.0,1.0,0.5480247,0.014799206,,,0.7148717,0.02458231,,,0.020255055,0.0080974065,1,1.5,134.36449907,1.14555092,134.36449907,1.14555092,16.786,16.808,0.07101,0.06993,-20.8,3.51,20.71,21.47,23.25,0.5729,161.9,10.39,1.15,0.189,3.0,0.0,GAMA,,,,False,True,True,True,True,True,True,True
372123_blue_red_7_Y16SAR2_P003_09T122_2017_03_24-2017_04_02,372123_A,372123_blue_7_Y16SAR2_P003_09T122_2017_03_24-2017_04_02.fits,372123,56.5,5.5833335,268.2697,2.7477672,275.99063,3.0738623,282.3777,3.694908,279.45422,3.1918323,267.063,2.268687,271.04578,2.2401123,1.0,0.78394866,0.11300509,0.0056821187,0.09501813,0.0056821187,0.11950329,0.004994931,0.10226428,0.004994931,,,268.15723,2.6480463,1.0,0.8960149,0.10266931,0.005679749,0.094938554,0.005679749,0.11012946,0.004970734,0.102656215,0.004970734,,,1,0.0,134.52059205,1.15374158,134.52059205,1.15374158,14.966,14.774,0.07228,0.07119,-22.9,7.06,21.01,22.46,24.03,0.0627,124.67,11.43,1.39,0.177,8.0,0.0,GAMA,,,,False,True,True,True,True,True,True,True
372129_blue_red_7_Y16SAR2_P003_09T122_2017_03_24-2017_04_02,372129_A,372129_blue_7_Y16SAR2_P003_09T122_2017_03_24-2017_04_02.fits,372129,14.5,17.666666,43.98086,8.075048,54.82307,7.5914097,63.074425,10.185007,42.034496,10.171679,54.661427,7.927556,54.82307,7.9945207,,,,,,,,,,,,,50.78949,7.0549474,,,,,,,,,,,,,1,3.0,134.40440319,0.99319055,134.40440319,0.99319055,18.463,18.478,0.03864,0.03759,-17.69,3.07,22.12,23.25,24.88,0.5011,100.83,8.61,0.42,0.185,3.0,0.0,GAMA,,,,False,True,True,True,True,True,True,True
372133_blue_red_7_Y16SAR2_P003_09T122_2017_03_24-2017_04_02,372133_A,372133_blue_7_Y16SAR2_P003_09T122_2017_03_24-2017_04_02.fits,372133,38.5,1.75,193.27429,2.3248074,192.03534,2.7697067,204.80527,3.4957743,190.93105,2.7203531,191.77254,2.359707,189.78247,2.167183,0.0,1.0,0.19907054,0.010568256,,,0.21606363,0.010664145,,,,,192.03534,2.2574937,0.0,1.0,,,,,,,,,,,1,0.5,134.43445894,1.16778866,134.43445894,1.16778866,16.647,16.635,0.07218,0.07109,-21.02,1.52,19.24,20.51,22.1,0.2681,40.33,10.59,1.31,0.179,3.0,0.0,GAMA,,,,False,True,True,True,True,True,True,True
372320_blue_red_7_Y16SAR2_P001_09T115_2016_03_03-2016_03_13,372320_A,372320_blue_7_Y16SAR2_P001_09T115_2016_03_03-2016_03_13.fits,372320,169.0,9.666665,,,55.026913,3.1462853,50.767334,5.1979437,54.27871,3.7362082,53.667164,3.1772275,50.981663,2.9528797,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3.0,135.21266151,1.16109142,135.21266151,1.16109142,16.135,16.104,0.02017,0.01944,-18.61,8.74,21.54,22.36,24.1,0.7236,4.7099915,9.05,0.48,0.203,8.0,0.0,GAMA,,,,False,True,True,True,True,False,False,False
372374_blue_red_7_Y16SAR2_P001_09T115_2016_03_03-2016_03_13,372374_A,372374_blue_7_Y16SAR2_P001_09T115_2016_03_03-2016_03_13.fits,372374,232.0,8.75,,,54.790894,2.2350051,49.129845,6.0267277,48.72092,4.263529,55.974342,3.0953126,54.996094,2.8480418,1.0,0.48752013,0.3774888,0.029901894,0.23614627,0.029901894,0.41636622,0.029426085,0.26290008,0.029426085,0.18861595,0.028005306,57.03399,2.4198895,1.0,0.4766435,0.38653293,0.030560773,0.23871753,0.030560773,0.43709293,0.031107126,0.2720306,0.031107126,0.18861595,0.028005306,1,3.0,135.4779428,1.17196309,135.4779428,1.17196309,15.767,15.722,0.0201,0.01937,-18.98,8.34,21.49,22.28,24.04,0.587,52.51999,9.28,0.59,0.204,8.0,0.0,GAMA,,,,False,True,True,True,True,False,False,False
372384_blue_red_9_Y17SAR2_P002_09T129_2018_02_12-2018_02_19,372384_A,372384_blue_9_Y17SAR2_P002_09T129_2018_02_12-2018_02_19.fits,372384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-9.0,135.55959701,1.11744233,135.55959701,1.11744233,17.624,17.183,0.05387,0.05279,-19.76,3.33,21.5,22.78,24.37,0.3644,143.62,9.96,1.1,0.184,3.0,0.0,GAMA,,,,False,True,True,True,True,False,False,False
372408_blue_red_7_Y16SAR2_P001_09T115_2016_03_03-2016_03_13,372408_A,372408_blue_7_Y16SAR2_P001_09T115_2016_03_03-2016_03_13.fits,372408,31.5,0.6666667,181.71323,1.3085915,172.74974,1.2947,177.46439,1.8477623,175.0852,1.5729228,171.01927,1.256721,171.47562,1.4178942,0.0,1.0,0.4369662,0.005284706,,,0.52174,0.006550449,,,0.02759739,0.005406865,175.11475,1.39844,0.0,1.0,0.35920456,0.005186877,,,0.40825486,0.0057738614,,,0.02759739,0.005406865,1,1.0,135.70510313,1.02059724,135.70510313,1.02059724,15.549,15.538,0.05459,0.05351,-21.46,3.44,19.12,20.32,21.93,0.6561,33.990005,10.76,1.26,0.176,8.0,0.0,GAMA,,,,False,True,True,True,True,True,True,True
372446_blue_red_7_Y16SAR2_P001_09T115_2016_03_03-2016_03_13,372446_A,372446_blue_7_Y16SAR2_P001_09T115_2016_03_03-2016_03_13.fits,372446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-9.0,135.88657434444443,1.210115067777778,135.8871299,1.20983729,16.137,16.021,0.05913,0.05804,-21.11,0.73,17.13,18.47,20.06,0.2789,144.90001,10.3,0.86,0.17,8.0,5.0,GAMA,,,,False,True,True,True,True,False,False,False
372452_blue_red_7_Y16SAR2_P001_09T115_2016_03_03-2016_03_13,372452_A,372452_blue_7_Y16SAR2_P001_09T115_2016_03_03-2016_03_13.fits,372452,46.5,2.75,133.66962,1.3241632,150.28693,1.3183432,154.96606,1.7577835,151.70554,1.5806276,149.89409,1.1595223,147.37029,1.1041869,0.0,1.0,0.12816772,0.0072503467,,,0.123649925,0.006184044,,,0.10438592,0.033273414,144.64629,1.1410092,0.0,1.0,0.09705977,0.0069338647,,,0.09927441,0.0062547475,,,0.10438592,0.033273414,1,0.5,135.76969669,1.13570439,135.76969669,1.13570439,15.752,15.743,0.05372,0.05264,-21.22,3.93,20.37,21.8,23.37,0.248,99.4,10.65,1.24,0.177,8.0,0.0,GAMA,,,,False,True,True,True,True,True,True,True
372541_blue_red_9_Y17SAR2_P002_09T129_2018_02_12-2018_02_19,372541_A,372541_blue_9_Y17SAR2_P002_09T129_2018_02_12-2018_02_19.fits,372541,137.0,29.83333,47.66027,5.4238324,44.752296,6.551026,79.27922,11.237035,54.942486,9.322993,45.105976,6.5334897,44.70004,6.555316,,,,,,,,,,,,,43.328087,6.548336,,,,,,,,,,,,,1,3.0,136.23502651,1.16316166,136.23502651,1.16316166,17.369,17.345,0.02816,0.02715,-18.09,3.81,21.67,22.23,24.19,0.4769,111.28999,8.86,0.51,0.146,8.0,0.0,GAMA,,,,False,True,True,True,True,True,True,True
372568_blue_red_9_Y17SAR2_P002_09T129_2018_02_12-2018_02_19,372568_A,372568_blue_9_Y17SAR2_P002_09T129_2018_02_12-2018_02_19.fits,372568,336.5,2.6666667,99.14141,3.4222784,66.20029,3.2028787,67.33714,5.9128547,60.095177,3.951298,66.20029,3.4630716,75.166245,3.0576196,0.0,1.0,0.6603077,0.02284998,,,0.98558134,0.058465336,,,0.05315516,0.0114002945,67.01979,3.7676923,0.0,1.0,0.58752084,0.027514376,,,0.8329066,0.053733397,,,0.05315516,0.0114002945,1,2.5,136.43170263,1.13189318,136.43170263,1.13189318,17.183,17.172,0.05179,0.0507,-19.71,4.47,20.58,21.23,23.1,0.8331,148.13,10.1,1.29,0.143,8.0,0.0,GAMA,,,,False,True,True,True,True,True,True,True
372599_blue_red_9_Y17SAR2_P002_09T129_2018_02_12-2018_02_19,372599_A,372599_blue_9_Y17SAR2_P002_09T129_2018_02_12-2018_02_19.fits,372599,234.0,2.9166667,89.92819,2.1292024,84.777,2.377546,76.89796,5.12749,85.18978,2.9108932,84.2781,2.1845396,84.39881,2.0693715,0.0,1.0,0.39197883,0.024883369,,,0.47264484,0.03028856,,,0.03707909,0.02343628,88.04702,3.0648692,0.0,1.0,0.29165477,0.024069218,,,0.3438629,0.027028346,,,0.03707909,0.02343628,1,2.5,136.53720829,1.13038699,136.53720829,1.13038699,17.212,17.224,0.0535,0.05241,-19.73,2.65,20.02,20.85,22.58,0.7257,62.690002,10.03,1.2,0.136,8.0,0.0,GAMA,,,,False,True,True,True,True,True,True,True
373105_blue_red_12_Y15SAR1_P002_09T100_2016_03_03-2016_03_13,373105_A,373105_blue_12_Y15SAR1_P002_09T100_2016_03_03-2016_03_13.fits,373105,358.0,1.1666642,164.8005,1.3814019,177.33252,1.6466792,182.64291,2.0830743,180.10492,1.6142315,176.84009,1.5013838,174.80782,1.3189932,0.0,1.0,0.26107264,0.006067831,,,0.26062682,0.0056113005,,,0.027690886,0.009938056,171.89984,1.3417842,0.0,1.0,0.21838768,0.0059826323,,,0.2243545,0.0056196763,,,0.027690886,0.009938056,1,1.5,139.35743184,1.28833283,139.35743184,1.28833283,15.562,15.548,0.05668,0.05555,-21.53,4.48,20.31,21.67,23.25,0.321,134.14,10.79,1.26,0.09,8.0,0.0,GAMA,,,,False,True,True,True,True,True,True,True
373163_blue_red_12_Y15SAR1_P002_09T100_2016_03_03-2016_03_13,373163_A,373163_blue_12_Y15SAR1_P002_09T100_2016_03_03-2016_03_13.fits,373163,104.0,29.916666,186.35724,2.7696197,190.35951,2.5421386,195.18126,3.3882272,190.35951,2.33747,181.39592,2.0742326,181.72574,2.0627697,1.0,0.883252,0.07634094,0.012707176,0.06984667,0.012707176,0.083214596,0.011834646,0.07685881,0.011834646,0.3120773,0.11325406,183.51688,2.4277875,0.0,1.0,0.063227795,0.012473407,,,0.06869397,0.011662973,,,0.3120773,0.11325406,1,0.0,139.71577409,1.24279017,139.71577409,1.24279017,16.457,16.5,0.08876,0.08759,-21.64,4.3,21.31,22.8,24.36,0.1463,7.4599915,10.82,1.32,0.084,3.0,0.0,GAMA,,,,False,True,True,True,True,True,True,True
